time.seconds,meta.browser,meta.OS,meta.resolution,sample,subject,condition,condition.sample,time.instructions1,time.instructions2,time.instructions3,warmup.time,threatens.time,shoves.time,slaps.time,pepper.time,hose.time,hurts.time,baton.time,taser.time,knocks.time,beatup.time,gas.time,rubber.time,finger.time,chokes.time,prod.time,burns.time,legs.time,stabs.time,shoots.time,torture.time,blinds.time,paralyze.time,kills.time,torkill.time,warmup.answer,threatens.answer,shoves.answer,slaps.answer,pepper.answer,hose.answer,hurts.answer,baton.answer,taser.answer,knocks.answer,beatup.answer,gas.answer,rubber.answer,finger.answer,chokes.answer,prod.answer,burns.answer,legs.answer,stabs.answer,shoots.answer,torture.answer,blinds.answer,paralyze.answer,kills.answer,torkill.answer,warmup.positive,threatens.positive,shoves.positive,slaps.positive,pepper.positive,hose.positive,hurts.positive,baton.positive,taser.positive,knocks.positive,beatup.positive,gas.positive,rubber.positive,finger.positive,chokes.positive,prod.positive,burns.positive,legs.positive,stabs.positive,shoots.positive,torture.positive,blinds.positive,paralyze.positive,kills.positive,torkill.positive,warmup.negative,threatens.negative,shoves.negative,slaps.negative,pepper.negative,hose.negative,hurts.negative,baton.negative,taser.negative,knocks.negative,beatup.negative,gas.negative,rubber.negative,finger.negative,chokes.negative,prod.negative,burns.negative,legs.negative,stabs.negative,shoots.negative,torture.negative,blinds.negative,paralyze.negative,kills.negative,torkill.negative,warmup.confidence,threatens.confidence,shoves.confidence,slaps.confidence,pepper.confidence,hose.confidence,hurts.confidence,baton.condifence,taser.confidence,knocks.confidence,beatup.confidence,gas.confidence,rubber.confidence,finger.confidence,chokes.confidence,prod.confidence,burns.confidence,legs.confidence,stabs.confidence,shoots.confidence,torture.confidence,blinds.confidence,paralyze.confidence,kills.confidence,torkill.confidence,order.threat,order.shove,order.hose,order.taser,order.pepper,order.tear,order.slap,order.hurt,order.baton,order.rubber,order.beats,order.knocks,order.choke,order.prod,order.stab,order.finger,order.shoots,order.burns,order.legs,order.blinds,order.paralyze,order.torture,order.kill,order.torturekill,md.MoralJustification,md.EuphemisticLabel,md.AdvComparison,md.DisplaceResp,md.DiffusionRes,md.DistortConseq,md.AttributeBlame,md.Dehumanization,md.Index,demo.age,demo.age.thirds,demo.gender,demo.gender.code,demo.race,demo.race.code,demo.race.binary,comments,attn.check.1,attn.check.2,attn.check.sum,md.moraljustification.split,md.dispresp.split,md.distortconseq.split,md.dehumanization.split,md.euphamistic.split,md.advcompare.split,md.diffusionresp.split,md.attribute.blame.split,md.index.split,filter_$,warmup.time.clean,threatens.time.clean,shoves.time.clean,slaps.time.clean,pepper.time.clean,hose.time.clean,hurts.time.clean,baton.time.clean,taser.time.clean,knocks.time.clean,beatup.time.clean,gas.time.clean,rubber.time.clean,finger.time.clean,chokes.time.clean,prod.time.clean,burns.time.clean,legs.time.clean,stabs.time.clean,shoots.time.clean,torture.time.clean,blinds.time.clean,paralyze.time.clean,kills.time.clean,torkill.time.clean,time.global.avg,time.clean.global.avg,harm1,harm2,harm3,harm4,harm5,harm6,fair1,fair2,fair3,fair4,fair5,fair6,loyal1,loyal2,loyal3,loyal4,loyal5,loyal6,authority1,authority2,authority3,authority4,authority5,authority6,purity1,purity2,purity3,purity4,purity5,purity6,MFQ.Harm,MFQ.Fair,MFQ.Loyal,MFQ.Authority,MFQ.Purity,MFQ.Harm.Split,MFQ.Fair.Split,MFQ.Loyal.Split,MFQ.Authority.Split,MFQ.Purity.Split,Harm_Salience,Fairness_Salience,Loyalty_Salience,Authority_Salience,Purity_Salience
690,Safari,Macintosh,1280x800,2,634,1,3,3.54,3.04,1.93,5.75,4.57,1.14,1.12,1.42,4.75,1.44,2.54,1.37,1.04,1.19,2.49,1.19,3.61,2.17,4.44,3.41,1.1,4.25,3.16,2.64,19.13,6.02,.97,1.25,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,3,3,3,3,3,6,3,4,4,5,4,4,4,5,4,4,1,5,4,4,4,3,2,3,4,4,4,2,3,5,3,5,2,2,1,1,3,2,3,2,3,3,2,1,2,3,2,5,3,2,4,2,4,4,3,6,4,4,5,4,4,3,4,4,5,3,3,5,4,5,4,4,4,4,4,4,4,4,3,4,1,1,4,3,2,3,1,2,2,1,5,6,3,4,4,3,6,2,5,4,5,5,6,6,2.25,1.75,1,1.5,2,1.75,2.25,1,1.6875,19,1,male,1,caucasian,12,2,no, , ,0,1,1,2,1,1,1,2,2,1,1,5.75,4.57,1.14,1.12,1.42,4.75,1.44,2.54,1.37,1.04,1.19,2.49,1.19,3.61,2.17,4.44,3.41,1.1,4.25,3.16,2.64,19.13,6.02,.97,1.25,3.18375,3.18375,6,5,6,5,6,3,6,4,6,6,4,3,6,4,4,4,3,5,4,2,5,6,4,3,5,5,2,4,5,4,5.16666666666667,4.83333333333333,4.33333333333333,4,4.16666666666667,2,2,3,2,2,Moderate,Moderate,High,Moderate,Moderate
587,Chrome,Macintosh,1280x800,2,662,1,3,1.93,5.25,4.72,4.13,1.16,1.59,1.7,1.09,1.27,.88,1.12,2.25,1.11,3.11,2.9,1.9,3.46,1.57,2.8,2.71,1.31,1.49,5.54,.94,3.96,1.07,1.27,2.18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,3,3,3,3,4,5,4,3,5,3,3,3,5,3,3,3,3,3,3,3,3,1,3,5,1,1,1,3,3,4,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,1,5,5,5,3,3,4,3,5,3,5,3,3,3,5,3,3,3,4,3,3,3,3,1,3,5,1,1,1,3,3,2,1,4,2,3,3,1,1,2,5,3,1,4,2,4,4,5,3,5,6,6,5,6,6,2.25,2.5,2.75,3,3,2.5,3.25,3.25,2.8125,20,1,Male,1,Pacific Islander,11,1, , , ,0,1,3,3,3,2,3,3,3,3,1,4.13,1.16,1.59,1.7,1.09,1.27,.88,1.12,2.25,1.11,3.11,2.9,1.9,3.46,1.57,2.8,2.71,1.31,1.49,5.54,.94,3.96,1.07,1.27,2.18,2.01583333333333,2.01583333333333,4,4,5,4,4,4,4,5,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4.16666666666667,4.33333333333333,4.16666666666667,4,4.16666666666667,2,2,2,2,2,Moderate,Moderate,Moderate,Moderate,Moderate
1103,Chrome,Windows NT 6.1,1600x900,2,759,2,4,2.7,5.98,3.67,17.43,2.48,4.14,2.93,4.42,2.66,2.64,3.12,3.6,4.55,36.83,2.55,2.31,2.15,9.27,4.34,3.84,16.67,6.11,4.32,15.35,7.31,11.24,1.79,4.64,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,3,3,3,4,5,4,4,5,5,4,4,4,4,1,1,4,4,1,2,4,1,2,2,1,1,1,1,1,2,2,2,2,1,1,4,2,5,4,4,4,5,4,4,4,2,4,2,4,4,3,4,5,5,3,5,4,4,5,5,3,4,4,3,3,2,2,4,2,3,3,2,4,3,2,1,1,2,1,1, ,2,3, ,3,1,4,2, ,4,5,5,3,5,1,4,2,6, ,6, ,6, ,1.75,1,1,1.25,3.25,1.25,2,1.25,1.59375,23,2,Female,2,"White, non-hispanic",12,2, , , ,0,1,1,1,1,1,1,3,2,1,1,17.43,2.48,4.14,2.93,4.42,2.66,2.64,3.12,3.6,4.55,33.48,2.55,2.31,2.15,9.27,4.34,3.84,16.67,6.11,4.32,15.35,7.31,11.24,1.79,4.64,6.63583333333333,6.49625,4,5,5,6,6,6,3,4,6,6,3,5,4,4,3,5,6,2,4,2,5,5,4,4,5,4,2,5,3,6,5.33333333333333,4.5,4,4,4.16666666666667,3,2,2,2,2,High,Moderate,Moderate,Moderate,Moderate
801,Chrome,Windows NT 10.0,1280x720,2,589,1,3,4.01,5.65,4.84,5.43,2.25,2.16,3.24,2.98,3.46,2.78,4.33,3.68,2.31,3.19,1.69,5.39,2.28,4.08,3.55,3.13,2.2,2.02,6.83,2.16,2.21,5.71,2.51,1.83,1,1,1,1,3,1,1,3,1,1,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,7,5,5,5,3,5,3,3,5,5,3,3,4,3,3,3,3,3,3,2,3,3,3,5,5,1,1,1,1,3,1,3,3,1,3,3,3,4,3,3,3,3,3,3,2,3,3,3,1,1,7,5,5,5,3,5,3,3,5,4,3,3,4,3,3,3,3,3,3,3,3,3,3,5,5,1,1,2,2,3,4,1,3,2,3,2,1,3,4,4,5,6,4,6,5,5,5,6,6,3.5,3.25,2.5,2,2.5,1.75,2.25,2,2.46875,19,1,Female,2,White,12,2, , , ,0,3,2,2,2,3,3,2,2,3,1,5.43,2.25,2.16,3.24,2.98,3.46,2.78,4.33,3.68,2.31,3.19,1.69,5.39,2.28,4.08,3.55,3.13,2.2,2.02,6.83,2.16,2.21,5.71,2.51,1.83,3.16541666666667,3.16541666666667,3,3,4,2,5,3,4,3,4,3,4,1,4,4,4,4,2,4,4,2,4,5,4,5,5,5,5,2,4,4,3.33333333333333,3.16666666666667,3.66666666666667,4,4.16666666666667,1,1,2,2,2,Low,Low,Moderate,Moderate,Moderate
800,Safari,Macintosh,1280x800,2,682,1,3,1.79,4.33,3.42,5.72,2.45,2.45,3.14,5.85,1.48,1.58,1.62,1.93,1.8,2.33,4.73,2.07,1.66,3.27,2.42,1.72,2.12,1.94,5.04,2.41,2.33,4.34,2.87,4.77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,4,4,5,5,5,5,3,5,4,5,4,3,3,3,3,3,1,3,2,3,2,1,1,2,2,5,3,2,2,3,2,3,2,3,3,3,4,3,4,3,4,5,5,5,5,4,4,5,5,5,5,4,5,4,5,4,3,5,3,3,3,3,3,3,3,4,3,2,3,2,3,3,3,3,2,2,1,3,4,1,5,1,2,3,4,3,2, ,5,4, , ,5, , ,6,6, ,6,3.75,2.5,2.75,2,2.75,2,2,1.25,2.375,20,1,Female,2,Caucasian,12,2,no, , ,0,3,2,3,1,2,3,3,2,3,1,5.72,2.45,2.45,3.14,5.85,1.48,1.58,1.62,1.93,1.8,2.33,4.73,2.07,1.66,3.27,2.42,1.72,2.12,1.94,5.04,2.41,2.33,4.34,2.87,4.77,2.76333333333333,2.76333333333333,4,6,6,6,6,2,6,6,6,6,6,4,4,4,3,1,3,3,4,3,5,4,1,5,3,5,5,4,4,4,5,5.66666666666667,3,3.66666666666667,4.16666666666667,2,3,2,2,2,Moderate,High,Moderate,Moderate,Moderate
847,Chrome,Windows NT 6.3,1280x720,1,38,1,1,5.8,3.19,4.94,4.42,2.35,2.11,3,3.96,2.92,3.42,1.82,1.85,1.96,1.71,1.91,4.27,3.04,2.69,2.64,2.35,2.31,2.98,2.85,6.33,3.28,3.49,2.27,7.44,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,3,1,1,1,4,1,2,2,2,3,2,3,3,3,4,4,4,5,5,5,6,6,5,6,6,2.25,1.5,1.25,1.5,1.25,1.5,2,1.75,1.625,71,3,FEMALE,2,CAUCASIAN NON HISPANIC,12,2, , , ,0,1,1,2,2,1,1,1,2,1,1,4.42,2.35,2.11,3,3.96,2.92,3.42,1.82,1.85,1.96,1.71,1.91,4.27,3.04,2.69,2.64,2.35,2.31,2.98,2.85,6.33,3.28,3.49,2.27,7.44,3.03958333333333,3.03958333333333,6,6,6,6,5,2,4,6,6,6,6,3,1,1,1,4,3,3,5,3,4,5,2,3,3,4,3,5,5,5,5.16666666666667,5.16666666666667,2.16666666666667,3.66666666666667,4.16666666666667,2,2,1,2,2,Moderate,Moderate,Low,Moderate,Moderate
2285,Chrome,Macintosh,1280x800,1,187,2,2,12.85,21.09,2.77,25.21,14.01,5.19,4.92,13.55,18.61,10.12,29.92,11.68,12.2,5.53,7.4,7.42,13,6.43,5.77,4.62,6.09,21.51,7.37,4.16,6.21,5.72,8.23,5.07,2,1,1,1,1,1,1,1,3,2,1,3,2,3,3,3,2,2,3,2,3,3,3,3,3,3,3,4,4,4,3,3,4,4,3,4,3,4,3,3,4,3,4,3,4,4,5,3,4,3,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,1,1,1,2,3,4,2,2,4,2,3,4,3,5,6,1,5,4,3,6,5,5,6,6,2.5,3,3.5,1,1.5,2.25,2.25,1,2.125,26,2,female,2,black/white/native american,9,1,thank you, , ,0,2,1,3,1,3,3,1,2,2,1,25.21,14.01,5.19,4.92,13.55,18.61,10.12,29.92,11.68,12.2,5.53,7.4,7.42,13,6.43,5.77,4.62,6.09,21.51,7.37,4.16,6.21,5.72,8.23,5.07,9.78041666666667,9.78041666666667,5,5,6,6,6,5,6,6,5,6,6,1,2,4,3,4,2,2,3,2,4,3,4,1,4,3,6,3,5,4,5.5,5,2.83333333333333,2.83333333333333,4.16666666666667,3,2,2,2,2,High,Moderate,Moderate,Moderate,Moderate
615,Chrome,Windows NT 10.0,1366x768,1,213,2,2,7.26,6.31,3.33,5.55,1.88,3.04,1.49,3.97,2.52,1.31,1.97,1.95,1.99,1.13,1.83,1.26,1.65,1.45,2.62,1.45,1.4,2.79,.67,1.99,.86,5.79,1.43,1.83,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,3,3,4,1,2,2,2,3,3,2,5,5,4,6,4,5,4,5,6,6,6,1.5,1,1,2,1,1,1,2,1.3125,26,2,female,2,anglo,12,2,thanks, , ,0,1,2,1,2,1,1,1,1,1,1,5.55,1.88,3.04,1.49,3.97,2.52,1.31,1.97,1.95,1.99,1.13,1.83,1.26,1.65,1.45,2.62,1.45,1.4,2.79,.67,1.99,.86,5.79,1.43,1.83,2.01125,2.01125,6,6,6,6,6,1,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,6,4,4,1,4,6,6,5.16666666666667,6,1,1.83333333333333,4.16666666666667,2,3,1,1,2,Moderate,High,Low,Low,Moderate
1082,Safari,Macintosh,1280x800,2,652,1,3,4.8,3.76,6.94,3.01,1.39,15.81,4.74,2.29,1.08,5.15,1.32,1.02,58.33,.79,13.69,2.2,1.23,9.9,2.84,4.4,51.49,2.47,1.57,8.87,77.48,1.8,6.17,15.14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,7,5,4,4,4,5,4,5,3,4,4,4,5,4,5,4,4,4,5,4,3,4,3,3,4,7,5,4,4,4,5,4,5,3,4,4,4,5,4,5,4,4,4,5,4,3,4,3,3,4,7,5,5,4,4,5,4,4,3,4,4,4,5,5,4,4,5,4,4,5,3,4,3,3,4,1,2,3,5,2,2,1,1,4,4,3,2,1,4,5,3,4,3,6,5,6,5,6,6,2.5,1.75,1.25,1.5,3.5,1.5,2.25,2,2.03125,21,2,female,2,caucasian,12,2, , , ,0,2,1,2,2,1,1,3,2,2,1,3.01,1.39,15.81,4.74,2.29,1.08,5.15,1.32,1.02,33.48,.79,13.69,2.2,1.23,9.9,2.84,4.4,33.48,2.47,1.57,8.87,33.48,1.8,6.17,15.14,12.1320833333333,8.51291666666667,3,5,2,5,6,6,4,2,5,5,4,3,3,3,2,6,6,3,6,4,4,6,1,6,1,5,2,6,6,4,4.5,3.83333333333333,3.83333333333333,4.5,4,2,2,2,2,2,Moderate,Moderate,Moderate,Moderate,Moderate
788,Chrome,Windows NT 10.0,1680x1050,1,256,1,1,6.37,5.57,5.09,5.84,1.44,2.68,3.54,1.97,1.81,5.94,7.61,3.62,8.66,6.44,3.7,2.72,1.68,5.59,4.45,4.11,3.2,4.18,2.18,4.46,5.32,2.75,3.7,3.03,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,5,4,4,3,4,4,2,1,3,2,2,1,3,4,2,2,2,2,3,2,2,3,3,3,3,1,1,1,2,2,2,4,5,4,3,4,5,3,3,4,4,3,4,3,3,3,3,4,3,2,7,5,5,5,5,3,2,2,4,4,3,3,4,4,3,3,2,2,4,3,3,2,3,2,4,1,1,2,1,2,2,1,4,5,4,3,3,3,2,5,3,6,4,5,6,5,4,6,6,2.25,1,1,2,3,1.25,1.5,1.25,1.65625,42,3,female,2,white,12,2,None, , ,0,1,2,1,1,1,1,3,1,1,1,5.84,1.44,2.68,3.54,1.97,1.81,5.94,7.61,3.62,8.66,6.44,3.7,2.72,1.68,5.59,4.45,4.11,3.2,4.18,2.18,4.46,5.32,2.75,3.7,3.03,3.94916666666667,3.94916666666667,5,3,6,5,5,6,3,3,5,6,5,3,3,3,4,4,2,3,5,5,5,6,1,5,6,2,5,3,4,4,5,4.16666666666667,3.16666666666667,4.5,4,2,2,2,2,2,Moderate,Moderate,Moderate,Moderate,Moderate
2215,Chrome,Windows NT 10.0,1920x1080,2,521,1,3,6.27,7.01,4.86,15.63,3.56,12.51,4.54,4.33,40.81,7.88,10.99,31.42,3.79,3.04,18.34,8.09,4.23,18.33,34.99,12.17,10.17,11.19,5.78,46.99,26.97,35.61,5.27,6.27,1,1,1,1,1,3,1,1,3,1,1,1,3,1,1,1,3,1,1,3,3,3,3,3,3,5,4,5,5,5,3,2,5,3,4,5,5,2,5,2,3,4,5,4,4,3,4,4,4,5,2,2,1,1,1,4,4,1,3,1,1,1,4,1,4,3,2,1,1,1,2,3,1,1,1,6,4,5,5,5,3,2,5,2,4,2,5,2,4,2,3,4,5,5,5,4,4,4,5,5,1,2,4,3,1,2,2,2,3,4,1,1,5,5,6,3,6,4,4,5,3,5,6,6,2.75,1.25,1.75,3,2.5,1.75,2.5,2.25,2.21875,20,1,female,2,Asian,1,1, , , ,0,2,3,2,3,1,2,2,3,2,1,15.63,3.56,12.51,4.54,4.33,33.48,7.88,10.99,31.42,3.79,3.04,18.34,8.09,4.23,18.33,33.48,12.17,10.17,11.19,5.78,33.48,26.97,33.48,5.27,6.27,15.3029166666667,14.2829166666667,3,5,5,5,5,6,5,5,3,6,6,2,4,5,4,6,5,4,3,4,5,5,4,5,4,3,4,4,3,6,4.83333333333333,4.5,4.66666666666667,4.33333333333333,4,2,2,3,2,2,Moderate,Moderate,High,Moderate,Moderate
1063,Chrome,Windows NT 10.0,1536x864,2,783,1,3,2.54,4.18,4.34,10.13,1.01,1.66,23.43,3.18,4.08,10.18,11.84,5.8,1.27,1.11,1.75,3.06,2.62,3.97,3.88,30.98,1.02,2.63,3.08,2.81,4.68,2.32,4.25,1.71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,3,4,5,3,3,3,5,4,3,4,2,4,3,3,2,3,2,2,1,2,1,1,4,5,5,3,4,5,3,3,3,5,4,3,4,2,4,3,3,2,3,2,2,1,2,1,1,5,5,5,3,5,5,3,3,2,5,4,4,3,3,4,1,4,3,2,4,2,3,3,2,2,1,1,1,4,2,4,2,1,3,3,2,3,3,2,5,5,6,5,4,5,6,4,6,6,4,3.75,2.5,2,2,2.5,2,2,2.59375,20,1,Female,2,African American,2,1, , , ,0,3,2,3,2,3,3,2,2,3,1,10.13,1.01,1.66,23.43,3.18,4.08,10.18,11.84,5.8,1.27,1.11,1.75,3.06,2.62,3.97,3.88,30.98,1.02,2.63,3.08,2.81,4.68,2.32,4.25,1.71,5.51333333333333,5.51333333333333,5,5,6,4,4,6,4,3,3,6,6,6,2,6,6,1,5,3,5,4,4,6,5,2,5,4,6,2,5,2,5,4.66666666666667,3.83333333333333,4.33333333333333,4,2,2,2,2,2,Moderate,Moderate,Moderate,Moderate,Moderate
1148,Chrome,Macintosh,1280x800,2,740,2,4,2.45,5.67,5.88,9.93,2.9,1.82,2.54,7.6,3.87,1.47,4.41,1.83,2.64,1.73,2.61,2.5,11.41,2.02,8.31,36.97,8.82,7.18,9.47,4.31,4.49,3.79,7.69,3.65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,4,5,4,4,4,3,2,4,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,3,2,1,2,2,2,3,4,2,4,5,5,5,5,5,5,4,5,5,5,4,4,4,4,4,3,4,5,5,3,5,3,2,4,2,1,1,2,3,3,1,2,4,2,4,1,3,5,5,4,5,3,5,4,6,6,6,6,3.25,2.75,2.5,3,3.75,1.75,3.25,2,2.78125,21,2,Female,2,African American/Black,2,1, , , ,0,3,3,2,2,3,3,3,3,3,1,9.93,2.9,1.82,2.54,7.6,3.87,1.47,4.41,1.83,2.64,1.73,2.61,2.5,11.41,2.02,8.31,33.48,8.82,7.18,9.47,4.31,4.49,3.79,7.69,3.65,6.00125,5.85583333333333,5,5,5,5,4,6,6,3,6,6,6,5,1,4,4,1,4,4,5,2,4,6,5,4,5,3,5,5,4,2,5,5.33333333333333,3,4.33333333333333,4,2,3,2,2,2,Moderate,High,Moderate,Moderate,Moderate
1119,Firefox,Linux x86_64,1600x900,1,234,2,2,1.98,5.72,2.38,2.62,10.5,1.26,.48,.94,1.21,1.16,.71,.75,1.11,2.43,.97,1.28,.57,1.59,.75,.52,.75,1.28,1.25,.89,.62,.88,7.58,1.34,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,5,3,1,1,2,4,3,2,2,6,5,5,5,4,4,4,3,6,6,6,2,2,2,2,2,2,2.5,2,2.0625,24,2,Male,1,White,12,2,No., , ,0,1,2,3,2,2,2,2,3,2,1,2.62,10.5,1.26,.48,.94,1.21,1.16,.71,.75,1.11,2.43,.97,1.28,.57,1.59,.75,.52,.75,1.28,1.25,.89,.62,.88,7.58,1.34,1.70083333333333,1.70083333333333,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3.83333333333333,4.16666666666667,4.16666666666667,4,2,2,2,2,2,Moderate,Moderate,Moderate,Moderate,Moderate
960,Chrome,Windows NT 10.0,1536x864,2,653,1,3,1.68,3.48,2.93,5.2,1.5,2.34,1.66,6.83,3.03,11.36,4.62,5.55,1.63,3.76,3.36,6.09,6.04,2.73,14.85,1.97,4.32,1.99,3.7,3.09,1.44,1.44,1.25,2.23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,6,5,5,5,3,4,3,4,4,4,4,3,5,4,3,3,5,4,4,4,4,5,5,4,5,1,1,1,2,4,3,4,3,3,2,3,2,1,2,3,3,1,4,2,3,2,1,1,3,1,6,5,5,5,3,4,3,3,3,3,4,3,5,4,2,2,4,3,4,3,4,5,4,4,5,1,1,4,3,1,2,2,2,3,1,4,3,4,5,3,5,5,2,6,6,4,6,5,6,3.25,2,2.5,2,2,2.75,1.75,1.75,2.25,21,2,Female,2,Asian-Chinese,1,1,no, , ,0,3,2,3,2,2,3,2,2,2,1,5.2,1.5,2.34,1.66,6.83,3.03,11.36,4.62,5.55,1.63,3.76,3.36,6.09,6.04,2.73,14.85,1.97,4.32,1.99,3.7,3.09,1.44,1.44,1.25,2.23,4.0325,4.0325,4,4,5,5,5,5,4,4,4,6,5,4,3,4,3,4,4,5,4,5,4,5,3,4,5,4,3,3,5,4,4.66666666666667,4.5,3.83333333333333,4.16666666666667,4,2,2,2,2,2,Moderate,Moderate,Moderate,Moderate,Moderate
1436,Chrome,Windows NT 10.0,1366x768,1,142,1,1,3.85,126.97,67.97,4.48,2.25,5.56,1.41,6.47,2.78,32.96,5.92,1.44,1.42,5.27,8.2,2.07,3.3,1.88,9.8,12.49,2.06,53.84,6.65,3.07,1.06,2.17,0,2.66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, ,3,7,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,2,3,3,2,7,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,3,4,3,4,4,1,1,1,3,2,3,2,4,3,4,5,1,2,4,3,5,4,2,6,6,5,5,6,6,3,3,2.75,3.5,3.5,2.5,3.5,3.5,3.15625,25,2,female,2,caucasian,12,2, , ,1,1,2,3,3,3,3,3,3,3,3,1,4.48,2.25,5.56,1.41,6.47,2.78,32.96,5.92,1.44,1.42,5.27,8.2,2.07,3.3,1.88,9.8,12.49,2.06,33.48,6.65,3.07,1.06,2.17,0,2.66,7.28041666666667,6.43208333333333,6,5,6,2,5,3,4,4,2,2,5,5,3,4,3,4,3,3,3,5,6,5,2,4,5,5,3,5,4,2,4.5,3.66666666666667,3.33333333333333,4.16666666666667,4,2,1,2,2,2,Moderate,Low,Moderate,Moderate,Moderate
11826,Safari,Macintosh,1440x900,2,672,1,3,3.39,6.74,4.4,3.61,1.82,.96,0,1.38,27.04,1.33,1,5.27,1.01,2.71,1.48,4.49,1.05,1.88,2.84,2.04,7.17,156.1,2.24,3.1,4.19,4.02,1.21,3.04,1,1,1, ,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,1,3,3,3,1,2,1,1,4,5,2,2,5,4,5,2,6,3,4,6,5,4,6,6,1.75,1,1.5,1.5,2.5,1.25,2,1.25,1.59375,21,2,female,2,mixed,9,1, , ,1,1,1,1,1,1,1,2,2,2,1,1,3.61,1.82,.96,0,1.38,27.04,1.33,1,5.27,1.01,2.71,1.48,4.49,1.05,1.88,2.84,2.04,7.17,33.48,2.24,3.1,4.19,4.02,1.21,3.04,9.89041666666667,4.78125,4,4,4,4,3,6,4,4,4,4,4,1,4,4,4,1,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4.16666666666667,3.5,3.33333333333333,4.16666666666667,4,2,1,2,2,2,Moderate,Low,Moderate,Moderate,Moderate
