time.seconds,meta.browser,meta.OS,meta.resolution,sample,subject,condition,condition.sample,time.instructions1,time.instructions2,time.instructions3,warmup.time,threatens.time,shoves.time,slaps.time,pepper.time,hose.time,hurts.time,baton.time,taser.time,knocks.time,beatup.time,gas.time,rubber.time,finger.time,chokes.time,prod.time,burns.time,legs.time,stabs.time,shoots.time,torture.time,blinds.time,paralyze.time,kills.time,torkill.time,warmup.answer,threatens.answer,shoves.answer,slaps.answer,pepper.answer,hose.answer,hurts.answer,baton.answer,taser.answer,knocks.answer,beatup.answer,gas.answer,rubber.answer,finger.answer,chokes.answer,prod.answer,burns.answer,legs.answer,stabs.answer,shoots.answer,torture.answer,blinds.answer,paralyze.answer,kills.answer,torkill.answer,warmup.positive,threatens.positive,shoves.positive,slaps.positive,pepper.positive,hose.positive,hurts.positive,baton.positive,taser.positive,knocks.positive,beatup.positive,gas.positive,rubber.positive,finger.positive,chokes.positive,prod.positive,burns.positive,legs.positive,stabs.positive,shoots.positive,torture.positive,blinds.positive,paralyze.positive,kills.positive,torkill.positive,warmup.negative,threatens.negative,shoves.negative,slaps.negative,pepper.negative,hose.negative,hurts.negative,baton.negative,taser.negative,knocks.negative,beatup.negative,gas.negative,rubber.negative,finger.negative,chokes.negative,prod.negative,burns.negative,legs.negative,stabs.negative,shoots.negative,torture.negative,blinds.negative,paralyze.negative,kills.negative,torkill.negative,warmup.confidence,threatens.confidence,shoves.confidence,slaps.confidence,pepper.confidence,hose.confidence,hurts.confidence,baton.condifence,taser.confidence,knocks.confidence,beatup.confidence,gas.confidence,rubber.confidence,finger.confidence,chokes.confidence,prod.confidence,burns.confidence,legs.confidence,stabs.confidence,shoots.confidence,torture.confidence,blinds.confidence,paralyze.confidence,kills.confidence,torkill.confidence,order.threat,order.shove,order.hose,order.taser,order.pepper,order.tear,order.slap,order.hurt,order.baton,order.rubber,order.beats,order.knocks,order.choke,order.prod,order.stab,order.finger,order.shoots,order.burns,order.legs,order.blinds,order.paralyze,order.torture,order.kill,order.torturekill,md.MoralJustification,md.EuphemisticLabel,md.AdvComparison,md.DisplaceResp,md.DiffusionRes,md.DistortConseq,md.AttributeBlame,md.Dehumanization,md.Index,demo.age,demo.age.thirds,demo.gender,demo.gender.code,demo.race,demo.race.code,demo.race.binary,comments,attn.check.1,attn.check.2,attn.check.sum,md.moraljustification.split,md.dispresp.split,md.distortconseq.split,md.dehumanization.split,md.euphamistic.split,md.advcompare.split,md.diffusionresp.split,md.attribute.blame.split,md.index.split,filter_$,warmup.time.clean,threatens.time.clean,shoves.time.clean,slaps.time.clean,pepper.time.clean,hose.time.clean,hurts.time.clean,baton.time.clean,taser.time.clean,knocks.time.clean,beatup.time.clean,gas.time.clean,rubber.time.clean,finger.time.clean,chokes.time.clean,prod.time.clean,burns.time.clean,legs.time.clean,stabs.time.clean,shoots.time.clean,torture.time.clean,blinds.time.clean,paralyze.time.clean,kills.time.clean,torkill.time.clean,time.global.avg,time.clean.global.avg,harm1,harm2,harm3,harm4,harm5,harm6,fair1,fair2,fair3,fair4,fair5,fair6,loyal1,loyal2,loyal3,loyal4,loyal5,loyal6,authority1,authority2,authority3,authority4,authority5,authority6,purity1,purity2,purity3,purity4,purity5,purity6,MFQ.Harm,MFQ.Fair,MFQ.Loyal,MFQ.Authority,MFQ.Purity,MFQ.Harm.Split,MFQ.Fair.Split,MFQ.Loyal.Split,MFQ.Authority.Split,MFQ.Purity.Split,Harm_Salience,Fairness_Salience,Loyalty_Salience,Authority_Salience,Purity_Salience
649,Chrome,Macintosh,1600x900,1,145,1,1,4.34,6.98,2.69,2.86,1.23,.87,1.96,1.57,27.16,16.22,1.08,.9,.95,1.21,.88,1.02,4.73,2.71,28.39,37.89,19.16,2.01,10.42,1.87,3.42,1,4.15,1.59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,3,3,3,6,5,5,4,5,5,3,4,5,4,5,5,5,4,4,2,3,3,3,2,2,3,1,1,1,1,1,1,1,1,1,3,2,1,2,2,1,1,2,2,4,4,3,5,5,3,4,5,4,5,7,5,5,4,5,5,3,5,5,4,5,5,5,4,4,3,3,4,3,5,3,3,4,2,5,5,1,5,4,3,6,2,6,4,2,4,6,5,1,3,5,2,3,4,6,1,3,2,1,2.25,2.5,1.75,1.25,1.5,2.5,1.75,1.25,1.84375,30,2,male,1,white,12,2,"I answered thoughtfully, good luck!", , ,0,1,1,3,1,2,2,1,2,2,1,2.86,1.23,.87,1.96,1.57,27.16,16.22,1.08,.9,.95,1.21,.88,1.02,4.73,2.71,28.39,33.48,19.16,2.01,10.42,1.87,3.42,1,4.15,1.59,7.18291666666666,6.99916666666666,5,5,5,4,4,3,4,5,4,4,4,2,1,4,3,4,4,4,3,3,6,5,4,3,3,2,1,1,3,3,4.33333333333333,3.83333333333333,3.33333333333333,4,2.16666666666667,2,2,2,2,2,Moderate,Moderate,Moderate,Moderate,Moderate
478,Chrome,Windows NT 6.3,1360x768,1,265,2,2,3.94,2.75,2.53,7.58,1.62,1.5,1.14,1.47,1.44,1.2,1.74,1.7,2.36,2.12,2.01,10.12,3.16,2.34,2.8,1.67,10.39,.96,2.6,1.6,2.76,1.61,1.37,3.58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,5,5,5,5,5,4,5,5,5,4,5,5,4,5,4,5,4,5,5,5,5,5,5,4,3,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,1,1,2,2,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,4,2,1,2,5,1,1,3,3,2,4,3,1,4,6,5,2,3,5,4,4,5,6,6,6,3.25,3.75,3.5,3.25,4,3.5,3,3.75,3.5,28,2,male,1,white,12,2, , ,2,1,3,3,3,3,3,3,3,3,3,1,7.58,1.62,1.5,1.14,1.47,1.44,1.2,1.74,1.7,2.36,2.12,2.01,10.12,3.16,2.34,2.8,1.67,10.39,.96,2.6,1.6,2.76,1.61,1.37,3.58,2.63583333333333,2.63583333333333,6,5,6,5,6,5,5,6,4,4,6,6,2,5,2,6,5,5,2,1,4,5,6,4,2,1,1,2,6,1,5.5,5.16666666666667,4.16666666666667,3.66666666666667,2.16666666666667,3,2,2,2,2,High,Moderate,Moderate,Moderate,Moderate
1151,Chrome,Macintosh,1280x800,2,755,1,3,4.32,5.72,6.4,5.5,4.13,1.51,3.83,4.53,1.66,4.41,3.18,5.3,4.89,5.14,3.08,3.65,3.11,3.24,8.53,5.32,2.37,3.33,4.64,2.59,3.63,2.59,6.85,2.16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,7,2,3,3,5,3,3,3,3,3,3,3,3,4,3,3,1,4,5,3,3,3,1,1,1,7,4,3,3,1,3,3,3,3,3,4,4,3,2,3,5,5,1,5,3,3,3,5,5,5,7,3,5,4,5,5,3,5,5,3,4,3,4,5,4,1,2,4,5,4,3,3,2,2,2,1,1,3,2,1,5,2,1,6,3,3,5,4,2,2,4,3,6,4,5,5,4,6,6,3.5,2.5,2.5,2.75,3,2,2.75,2.25,2.65625,20,1,female,2,white,12,2,no, , ,0,3,3,3,3,2,3,3,3,3,1,5.5,4.13,1.51,3.83,4.53,1.66,4.41,3.18,5.3,4.89,5.14,3.08,3.65,3.11,3.24,8.53,5.32,2.37,3.33,4.64,2.59,3.63,2.59,6.85,2.16,3.90291666666667,3.90291666666667,4,1,4,5,6,2,1,2,3,4,6,4,1,3,2,3,4,3,2,1,3,5,4,6,1,1,1,3,3,4,3.66666666666667,3.33333333333333,2.66666666666667,3.5,2.16666666666667,1,1,2,2,2,Low,Low,Moderate,Moderate,Moderate
1002,Chrome,Windows NT 10.0,1680x1050,1,263,1,1,13.67,8.74,4.48,6.61,3.59,2.52,4.58,4.23,3.88,3.72,2.04,15.16,5.06,3.64,2.58,2.84,3.17,4.52,3.44,2.31,4.69,5.29,2.79,1.93,5.51,3.16,9.59,1.66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,3,3,3,6,4,4,3,3,4,3,4,3,3,3,3,3,3,3,3,2,2,3,3,1,2,2,2,1,2,1,1,2,1,1,3,2,1,2,3,2,1,2,3,2,3,3,3,3,3,3,3,4,5,6,5,5,4,4,5,3,4,5,4,4,4,5,4,4,4,2,4,4,4,4,3,3,3,4,1,1,1,1,2,2,2,3,2,3,5,3,4,3,5,4,5,4,4,6,6,5,6,6,1.5,1.25,1,1,1.75,1,1.25,1,1.21875,38,3,male,1,"Asian, Chinese American",1,1,no other comments, , ,0,1,1,1,1,1,1,1,1,1,1,6.61,3.59,2.52,4.58,4.23,3.88,3.72,2.04,15.16,5.06,3.64,2.58,2.84,3.17,4.52,3.44,2.31,4.69,5.29,2.79,1.93,5.51,3.16,9.59,1.66,4.24583333333333,4.24583333333333,4,4,5,5,5,5,4,5,6,6,5,2,3,4,4,5,2,2,4,2,5,3,2,4,2,2,1,2,2,4,4.66666666666667,4.66666666666667,3.33333333333333,3.33333333333333,2.16666666666667,2,2,2,2,2,Moderate,Moderate,Moderate,Moderate,Moderate
768,Chrome,Windows NT 10.0,1344x841,1,236,2,2,4.68,6.56,4.39,9.19,2.01,1.92,1.45,4.37,3.73,2.66,2.71,1.82,2.88,2.69,4.77,2.42,2.17,5.64,2.61,1.85,3.4,2.5,4.06,1.92,2.48,2.88,2.4,6.38,3,1,1,3,1,1,1,1,1,1,1,1,1,3,3,1,1,1,3,3,3,3,3,3,3,4,4,5,4,5,4,4,4,5,3,3,3,4,3,4,3,4,4,4,4,5,4,4,4,5,2,1,1,1,1,1,2,1,1,2,3,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,4,5,5,5,4,4,4,4,4,3,4,3,2,4,3,5,4,3,4,5,5,4,5,5,1,1,5,3,1,2,2,3,3,4,5,1,4,2,6,4,2,6,3,4,6,5,5,6,2,2,2.25,2,2.5,2.5,1.5,1.25,2,28,2,female,2,hispanic,4,1, , , ,0,1,2,3,1,2,3,2,1,2,1,9.19,2.01,1.92,1.45,4.37,3.73,2.66,2.71,1.82,2.88,2.69,4.77,2.42,2.17,5.64,2.61,1.85,3.4,2.5,4.06,1.92,2.48,2.88,2.4,6.38,2.98833333333333,2.98833333333333,5,5,6,5,6,4,3,3,3,5,3,2,1,2,2,3,5,2,2,2,4,4,3,4,2,2,1,2,4,2,5.16666666666667,3.16666666666667,2.5,3.16666666666667,2.16666666666667,2,1,2,2,2,Moderate,Low,Moderate,Moderate,Moderate
621,Chrome,Windows NT 6.3,1600x900,1,124,1,1,2.52,4.73,2.61,3.96,.78,26.02,4.1,1.34,1.64,2.55,.99,3.03,1.09,.77,2.72,8.93,1.54,1.95,5.89,.73,1.64,3.16,3.47,1.24,2.91,9.44,1.26,1.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,3,3,3,3,6,5,4,4,4,5,3,1,4,4,4,5,4,3,2,4,4,5,5,4,5,4,3,2,1,2,1,2,2,1,3,2,4,2,1,2,2,2,1,4,2,1,2,2,2,3,1,3,5,5,6,5,5,5,5,4,5,5,5,5,5,2,4,4,5,4,5,5,4,5,1,5,5,5,5,2,5,3,5,2,1,2,1,3,1,6,4,6,3,1,4,3,2,5,5,4,4,6,6,2,2.25,2,1,1.25,2.25,1.75,2.5,1.875,28,2,male,1,White,12,2,no, , ,0,1,1,3,3,2,2,1,2,2,1,3.96,.78,26.02,4.1,1.34,1.64,2.55,.99,3.03,1.09,.77,2.72,8.93,1.54,1.95,5.89,.73,1.64,3.16,3.47,1.24,2.91,9.44,1.26,1.7,3.70375,3.70375,2,2,4,2,3,2,2,2,2,5,2,2,2,3,5,5,5,2,2,2,2,5,2,5,2,2,2,3,3,1,2.5,2.5,3.66666666666667,3,2.16666666666667,1,1,2,2,2,Low,Low,Moderate,Moderate,Moderate
871,Chrome,CrOS armv7l 10176.76.0,1280x800,1,40,2,2,7.85,5.27,2.64,3.27,1.35,1.9,1.5,2.12,1.64,2.14,2.32,2.69,1.34,2.02,1.69,2.29,2.52,1.98,2.17,2.5,2.26,16.27,1.57,3.99,2.05,3.24,2.33,3.09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,1,2,5,4,5,5,5,5,5,5,3,4,4,5,5,5,5,3,2,2,5,5,2,3,3,5,3,1,2,1,1,1,1,1,1,3,2,2,1,5,1,1,3,4,4,1,1,4,3,3,1,3,5,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,1,1,1,3,2,2,1,4,2,2,3,4,3,5,6,3,4,5,4,5,6,6,5,6,2.5,2.5,2.25,2,2,2,2.25,1.75,2.15625,33,3,Male,1,White/Caucasian,12,2,Thanks!, , ,0,2,2,3,2,2,3,2,2,2,1,3.27,1.35,1.9,1.5,2.12,1.64,2.14,2.32,2.69,1.34,2.02,1.69,2.29,2.52,1.98,2.17,2.5,2.26,16.27,1.57,3.99,2.05,3.24,2.33,3.09,2.79041666666667,2.79041666666667,2,3,3,3,2,2,6,5,6,6,6,2,3,3,3,4,4,2,2,1,3,4,4,4,1,2,1,5,2,2,2.5,5.16666666666667,3.16666666666667,3,2.16666666666667,1,2,2,2,2,Low,Moderate,Moderate,Moderate,Moderate
699,Chrome,Windows NT 10.0,1536x864,1,196,2,2,17.58,3.84,5.13,2.63,1.53,1.23,6.08,2.56,3.75,1.71,2.9,1.46,1.8,2.95,1.79,2.43,2.06,3.83,6.3,1.87,2.29,2.65,2.5,4.66,3.85,4.64,1.87,4.52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,4,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,2,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,1,1,1,2,4,4,1,2,2,3,2,3,5,5,5,3,4,3,6,6,4,6,5,6,3.5,2,2,3,3.5,1.5,1.5, ,2.35483870967742,29,2,female,2,white/caucasian,12,2, , , ,0,3,3,2, ,2,2,3,1,3,1,2.63,1.53,1.23,6.08,2.56,3.75,1.71,2.9,1.46,1.8,2.95,1.79,2.43,2.06,3.83,6.3,1.87,2.29,2.65,2.5,4.66,3.85,4.64,1.87,4.52,2.96791666666667,2.96791666666667,6,5,6,6,5,5,5,5,6,6,6,6,2,3,4,2,2,2,2,1,4,4,2,4,2,3,2,4,1,1,5.5,5.66666666666667,2.5,2.83333333333333,2.16666666666667,3,3,2,2,2,High,High,Moderate,Moderate,Moderate
1699,Chrome,Windows NT 10.0,1920x1080,1,243,2,2,6.04,57.66,6.08,9.01,4.8,5.45,1.88,5.99,3.6,1.71,2.24,3.13,5.46,5.94,4.9,1.88,5.15,2.16,12.69,5.01,3.6,4.91,2.02,1.65,2.7,1.6,1.92,2.01,1,2,1,1,1,1,1,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,5,3,2,4,4,2,4,4,4,4,4,5,3,5,5,4,5,5,5,5,4,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,3,5,5,5,5,5,5,2,1,5,1,1,2,1,4,2,2,3,4,3,3,6,4,5,3,5,4,5,6,6,6,3.5,2.75,1.75,1,1.25,1.75,2.75,1.5,2.03125,35,3,Male,1,AA/Black,2,1,No, , ,0,3,1,2,2,3,2,1,3,2,1,9.01,4.8,5.45,1.88,5.99,3.6,1.71,2.24,3.13,5.46,5.94,4.9,1.88,5.15,2.16,12.69,5.01,3.6,4.91,2.02,1.65,2.7,1.6,1.92,2.01,3.85,3.85,5,5,4,3,6,3,6,6,6,6,6,1,1,2,2,1,4,2,1,1,1,4,6,3,1,1,1,3,4,3,4.33333333333333,5.16666666666667,2,2.66666666666667,2.16666666666667,2,2,1,2,2,Moderate,Moderate,Low,Moderate,Moderate
1387,Chrome,Windows NT 10.0,1440x900,1,96,1,1,1.76,3.45,1.76,4.73,1.08,1.61,1.17,2.77,1.5,1.74,71.6,2.09,.98,1.49,13.36,7.54,3.11,2.09,1.86,6.77,2.4,1.72,3.21,.98,1.76,186.88,20.26,.98,3,1,1,1,1,3,1,3,3,1,1,3,3,3,1,3,3,3,1,1,3,3,3,3,3,2,5,5,5,5,1,4,2,3,5,3,4,1,1,2,1,2,2,2,4,4,2,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,3,1,1,1,1,4,3,6,5,5,5,5,5,5,5,4,5,5,5,5,4,3,4,3,3,5,5,5,5,5,5,4,1,1,2,2,3,5,1,2,4,4,2,3,4,4,3,1,5,6,3,5,5,6,6,6,2,1,1,1,1.25,2,1.5,1,1.34375,28,2,male,1,white,12,2, , , ,0,1,1,3,1,1,1,1,1,1,1,4.73,1.08,1.61,1.17,2.77,1.5,1.74,33.48,2.09,.98,1.49,13.36,7.54,3.11,2.09,1.86,6.77,2.4,1.72,3.21,.98,1.76,33.48,20.26,.98,14.1229166666667,6.14291666666667,3,1,5,5,6,6,4,3,4,4,2,1,1,1,1,3,2,1,1,1,4,4,3,3,1,5,1,1,1,4,4.33333333333333,3,1.5,2.66666666666667,2.16666666666667,2,1,1,2,2,Moderate,Low,Low,Moderate,Moderate
1452,Chrome,Windows NT 6.1,1024x768,2,577,2,4,11.48,26.12,20.34,16.54,2.39,2.45,2.21,7.31,5.49,23.13,3.09,2.44,4.75,3.07,3.63,11.77,7.92,10.64,16,12.65,2.88,6.5,2,1.72,2,2.43,1.95,4.95,1,3,1,1,1,1,1,1,3,1,3,1,3,1,1,1,1,1,2,1,3,3,3,3,3,3,4,4,4,3,2,3,2,3,4,2,2,3,2,2,1,1,3,1,1,5,5,5,4,5,3,3,2,3,3,4,3,3,3,4,3,4,4,3,4,4,4,3,3,4,1,2,1,2,1,2,3,4,4,4,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,4,4,5,4,5,1,1,2,3,4,3,1,2,3,4,1,2,5,4,5,3,5,2,4,6,6,5,6,6,3.25,2.5,3,2,2,1.25,2,1.25,2.15625,20,1,Women,2,Black American,2,1, , , ,0,3,2,1,1,2,3,2,2,2,1,16.54,2.39,2.45,2.21,7.31,5.49,23.13,3.09,2.44,4.75,3.07,3.63,11.77,7.92,10.64,16,12.65,2.88,6.5,2,1.72,2,2.43,1.95,4.95,5.97375,5.97375,5,5,6,6,1,5,6,5,6,4,5,5,2,4,4,1,5,4,2,2,4,3,1,3,2,4,3,2,1,1,4.66666666666667,5.16666666666667,3.33333333333333,2.5,2.16666666666667,2,2,2,1,2,Moderate,Moderate,Moderate,Low,Moderate
1371,Chrome,Windows NT 10.0,1536x864,1,146,2,2,4.8,4.5,4.13,11.09,2.11,3.77,2.32,1.59,3.11,1.9,1.94,1.57,1.61,1.45,2.22,3.73,2.98,3.31,3.97,4.82,13.87,4.39,3.22,2.66,5.44,10.53,1.78,3.26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,5,5,4,5,4,4,4,4,4,5,5,4,3,4,3,3,4,3,4,4,4,5,5,1,2,1,2,2,1,2,2,2,2,2,2,1,2,4,2,4,4,3,4,2,1,1,1,1,4,5,5,5,5,5,4,4,5,5,4,5,5,5,4,5,3,3,4,4,4,4,4,5,5,1,1,1,3,2,2,2,1,2,3,3,4,5,3,5,4,4,5,4,6,6,5,6,6,2.25,2,1.5,1.5,1.5,1.75,1.25,1.75,1.6875,48,3,female,2,white,12,2, , , ,0,1,1,2,2,2,2,1,1,1,1,11.09,2.11,3.77,2.32,1.59,3.11,1.9,1.94,1.57,1.61,1.45,2.22,3.73,2.98,3.31,3.97,4.82,13.87,4.39,3.22,2.66,5.44,10.53,1.78,3.26,3.64791666666667,3.64791666666667,4,5,4,4,6,4,4,4,4,5,4,2,1,2,2,4,4,2,2,1,2,4,2,4,1,4,1,2,2,3,4.5,3.83333333333333,2.5,2.5,2.16666666666667,2,2,2,1,2,Moderate,Moderate,Moderate,Low,Moderate
1365,Safari,Macintosh,1440x900,2,619,1,3,3.16,3.42,6.1,4.7,4.08,46.88,3.68,8.58,13.33,1.57,2.03,2.39,5.36,2.64,7.56,3.14,3.58,10.45,3.58,1.88,11.52,7.38,2.97,3.7,2.81,1.08,.78,1.16,3,3,3,3,1,3,1,1,1,1,1,1, ,1,1,1,3,3,3,1,3,3,3,3,3,6,4,4,5,4,4,4,5,5,4,4,4,4,4,4,4,4,4,5,5,4,4,5,5,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,4,5,4,4,4,5,4,3,4,4,4,4,4,4,4,4,5,5,4,5,4,5,5,1,2,2,4,3,3,1,1,2,3,3,1,2,6,5,5,4,5,4,4,6,6,5,6,2,1.75,1.5,1.75,3.75,1.75,2.5,2.75,2.21875,19,1,female,2,"white, American",12,2,"The beginning part could have been a bit more descriptive, like what type of situation was taking place (robbery, breaking & entering, etc.), and also whether the criminal had a weapon on them. Personally, I kept imagining a hostage situation where the criminal had a knife/gun on them, and that may have interfered with the decisions I made compared to what others may had chosen.", , ,0,1,2,2,3,1,2,3,3,2,1,4.7,4.08,33.48,3.68,8.58,13.33,1.57,2.03,2.39,5.36,2.64,7.56,3.14,3.58,10.45,3.58,1.88,11.52,7.38,2.97,3.7,2.81,1.08,.78,1.16,6.33875,5.78041666666667,2,3,5,2,6,2,2,3,1,6,4,2,1,3,1,3,3,3,2,1,3,4,2,3,2,3,1,3,3,1,3.33333333333333,3,2.33333333333333,2.5,2.16666666666667,1,1,2,1,2,Low,Low,Moderate,Low,Moderate
902,Chrome,Macintosh,1440x900,1,279,2,2,5.17,5.89,4.61,3.46,1.55,2.04,1.08,2.53,2.09,9.56,.84,9.62,.79,1.33,1.25,4.45,2.08,1.8,.95,1.31,1.58,7.68,.86,7.67,7.87,1.06,23.5,4.11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,4,3,4,4,5,4,4,4,3,3,2,2,3,2,2,1,2,1,2,1,2,1,1,1,1,2,3,2,2,1,2,2,2,3,3,2,4,3,2,2,1,4,1,4,1,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,4,4,4,4,4,2,4,3,4,3,1,1,4,2,3,3,1,3,3,1,2,2,2,4,5,4,5,4,6,6,6,5,5,6,1.75,2,1.25,2.25,2,1.25,1,1.25,1.59375,25,2,Male,1,African-American,2,1,No comments., , ,0,1,3,1,1,2,1,2,1,1,1,3.46,1.55,2.04,1.08,2.53,2.09,9.56,.84,9.62,.79,1.33,1.25,4.45,2.08,1.8,.95,1.31,1.58,7.68,.86,7.67,7.87,1.06,23.5,4.11,4.06666666666667,4.06666666666667,4,4,5,3,2,3,5,5,3,5,3,4,1,3,3,1,2,2,1,2,2,2,1,4,2,2,1,5,1,2,3.5,4.16666666666667,2,2,2.16666666666667,1,2,1,1,2,Low,Moderate,Low,Low,Moderate
1395,Firefox,Windows NT 10.0,1600x900,1,272,2,2,16.64,1.59,1.88,.78,2.69,1.82,4.74,14.5,19.39,18.01,16.36,17.1,8.48,31.7,4.67,9.37,4.53,1.56,1.94,22.77,13.86,1.5,1.58,1.19,4.31,3.25,10.43,53.75,2,2,1,1,2,1,2,1,1,1,2,2,1,1,2,2,1,1,2,2,3,2,3,2,1,3,3,5,5,5,2,5,5,5,5,3,3,4,3,4,2,2,5,4,2,1,2,3,4,5,2,2,1,1,1,2,1,2,4,2,1,2,3,1,3,1,4,1,2,3,5,4,1,2,1,2,2,5,5,5,3,3,3,2,4,2,3,1,2,2,3,2,2,3,4,1,3,3,3,1,2,1,3,5,2,1,1,4,3,1,4,2,2,6,3,4,3,5,5,6,6,4,5,6,2.75,1.5,1.5,2, ,1.75,3,1.75,2.25806451612903,39,3,Male,1,Hispanic/Latino,4,1,I enjoyed this study. Thank you for your time!, , ,0,2,2,2,2,1,2, ,3,2,1,.78,2.69,1.82,4.74,14.5,19.39,18.01,16.36,17.1,8.48,31.7,4.67,9.37,4.53,1.56,1.94,22.77,13.86,1.5,1.58,1.19,4.31,3.25,10.43,33.48,11.2291666666667,10.3845833333333,3,4,4,6,5,1,5,6,6,6,6,6,1,4,6,3,5,1,1,1,6,1,1,1,5,1,1,1,1,4,3.83333333333333,5.83333333333333,3.33333333333333,1.83333333333333,2.16666666666667,2,3,2,1,2,Moderate,High,Moderate,Low,Moderate
909,Chrome,Windows NT 10.0,1920x1080,1,41,2,2,12.35,6.07,2.82,5.9,10.58,3.77,2.36,2.62,6.97,1.74,3.27,1.94,1.33,1.76,5.07,3.48,2.07,2.57,2.35,63.64,6.31,4.25,2.07,3.78,23.14,12.96,15.42,6.87,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,3,3,2,3,4,4,3,4,3,4,4,4,3,5,2,2,4,2,4,4,3,2,2,1,2,4,3,2,3,2,1,2,2,3,2,2,2,3,2,3,3,1,2,2,2,4,3,2,3,4,3,3,2,4,3,5,3,3,4,5,5,4,3,5,3,5,4,3,3,4,4,4,1,2,3,5,1,2,3,4,1,2,1,5,3,4,3,2,1,4,5,2,6,4,3,5,5,6,6,6,3,2.75,1.5,2.5,3.5,2,1.5,1.5,2.28125,20,1,nonbinary,3,Black,2,1, , , ,0,2,3,3,2,3,2,3,1,3,1,5.9,10.58,3.77,2.36,2.62,6.97,1.74,3.27,1.94,1.33,1.76,5.07,3.48,2.07,2.57,2.35,33.48,6.31,4.25,2.07,3.78,23.14,12.96,15.42,6.87,7.93,6.67333333333333,6,4,6,6,6,4,5,4,6,6,5,6,1,2,1,1,1,2,1,1,2,1,1,4,5,3,1,2,1,1,5.33333333333333,5.33333333333333,1.33333333333333,1.66666666666667,2.16666666666667,3,3,1,1,2,High,High,Low,Low,Moderate
842,Chrome,Windows NT 10.0,1920x1080,1,258,1,1,3.05,1.51,2.05,2.3,2.36,1.45,1.09,1.44,1.47,1.08,2.54,59.08,1.27,1.5,1.01,.93,1.15,1.52,2.56,1.27,1.87,1.88,78.19,.92,1.37,2.15,.71,.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,2,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,3,3,2,2,3,4,3,3,4,5,7,5,5,5,5,5,5,5,5,5,4,5,5,5,3,4,4,4,5,4,4,4,4,4,4,1,1,2,3,3,4,2,1,4,1,3,2,4,5,3,5,4,2,5,6,6,6,5,6,2,2.5,2,1.25,1.25,2.25,1.5,1.25,1.75,29,2,Male,1,Caucasian,12,2, , , ,0,1,1,3,1,2,2,1,1,1,1,2.3,2.36,1.45,1.09,1.44,1.47,1.08,2.54,33.48,1.27,1.5,1.01,.93,1.15,1.52,2.56,1.27,1.87,1.88,33.48,.92,1.37,2.15,.71,.96,7.07375,4.14416666666667,4,5,4,4,5,3,4,3,6,5,2,2,2,3,3,4,2,4,4,2,5,5,2,4,2,2,1,2,3,2,4.16666666666667,3.66666666666667,3,3.66666666666667,2,2,1,2,2,1,Moderate,Low,Moderate,Moderate,Low
